index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
848,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,242,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0009,0.0,
849,toxtricity-amped,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,False,False,generation-viii,0.02022,0.16847,0.00864,NoUsage,0.04,0.29,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.29
849,toxtricity-low-key,electric,poison,punk-rock,minus,technician,75,98,70,114,70,75,502,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04
849,toxtricity-amped-gmax,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
849,toxtricity-low-key-gmax,electric,poison,punk-rock,minus,technician,75,98,70,114,70,75,502,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
850,sizzlipede,fire,bug,flash-fire,white-smoke,flame-body,50,65,45,50,50,45,305,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
851,centiskorch,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,525,False,False,generation-viii,0.10337,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.6615,1.59686,
851,centiskorch-gmax,fire,bug,flash-fire,white-smoke,flame-body,100,115,65,90,90,65,525,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
852,clobbopus,fighting,No_type,limber,No_ability,technician,50,68,60,50,50,32,310,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
853,grapploct,fighting,No_type,limber,No_ability,technician,80,118,90,70,80,42,480,False,False,generation-viii,0.00034,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.15188,0.01193,
854,sinistea,ghost,No_type,weak-armor,No_ability,cursed-body,40,45,45,74,54,50,308,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,0.0,
855,polteageist,ghost,No_type,weak-armor,No_ability,cursed-body,60,65,65,134,114,70,508,False,False,generation-viii,0.00076,0.01387,0.00246,NoUsage,NoUsage,0.05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.31417,0.02236,0.05
856,hatenna,psychic,No_type,healer,anticipation,magic-bounce,42,30,45,56,53,39,265,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
857,hattrem,psychic,No_type,healer,anticipation,magic-bounce,57,40,65,86,73,49,370,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00104,0.0,
858,hatterene,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,510,False,False,generation-viii,0.28515,1.37106,2.03637,0.19,0.97,3.08,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,7.70048,0.95465,3.08
858,hatterene-gmax,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,510,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
859,impidimp,dark,fairy,prankster,frisk,pickpocket,45,45,30,55,40,50,265,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,0.0,
860,morgrem,dark,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,370,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04785,0.00016,
861,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,510,False,False,generation-viii,26.28657,7.78893,1.27286,30.4,3.53,5.34,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,20.64814,34.82198,5.34
861,grimmsnarl-gmax,dark,fairy,prankster,frisk,pickpocket,95,120,65,95,75,60,510,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
862,obstagoon,dark,normal,reckless,guts,defiant,93,90,101,60,81,95,520,False,False,generation-viii,0.01258,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.21516,0.04943,
863,perrserker,steel,No_type,battle-armor,tough-claws,steely-spirit,70,110,100,50,60,50,440,False,False,generation-viii,0.00952,0.11305,0.02694,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.84971,0.0247,
864,cursola,ghost,No_type,weak-armor,No_ability,perish-body,60,95,50,145,130,30,510,False,False,generation-viii,0.00681,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.32262,0.01598,
865,sirfetchd,fighting,No_type,steadfast,No_ability,scrappy,62,135,95,68,82,65,507,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
866,mr-rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70,520,False,False,generation-viii,NoUsage,NoUsage,NoUsage,0.08,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
867,runerigus,ground,ghost,wandering-spirit,No_ability,None ,58,95,145,50,105,30,483,False,False,generation-viii,0.05966,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.6052,0.00288,
868,milcery,fairy,No_type,sweet-veil,No_ability,aroma-veil,45,40,40,50,61,34,270,False,False,generation-viii,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,0.0,
869,alcremie,fairy,No_type,sweet-veil,No_ability,aroma-veil,65,60,75,110,121,64,495,False,False,generation-viii,0.17496,NoUsage,0.1397,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.46263,0.70797,
869,alcremie-gmax,fairy,No_type,sweet-veil,No_ability,aroma-veil,65,60,75,110,121,64,495,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
870,falinks,fighting,No_type,battle-armor,No_ability,defiant,65,100,100,70,60,75,470,False,False,generation-viii,0.00088,0.0018,0.00286,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.35172,0.00147,
871,pincurchin,electric,No_type,lightning-rod,No_ability,electric-surge,48,101,95,91,85,15,435,False,False,generation-viii,0.03405,0.74133,0.05723,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.23629,0.07232,
872,snom,ice,bug,shield-dust,No_ability,ice-scales,30,25,35,45,30,20,185,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2e-05,0.0,
873,frosmoth,ice,bug,shield-dust,No_ability,ice-scales,70,65,60,125,90,65,475,False,False,generation-viii,0.04544,0.04684,0.03373,NoUsage,NoUsage,0.23,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.16211,0.0214,0.23
874,stonjourner,rock,No_type,power-spot,No_ability,None ,100,125,135,20,20,70,470,False,False,generation-viii,0.00973,0.29701,0.01344,NoUsage,NoUsage,0.07,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.40986,0.02888,0.07
875,eiscue,ice,No_type,ice-face,No_ability,None ,75,80,110,65,90,50,470,False,False,generation-viii,7e-05,0.01067,0.0026,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.25585,0.02155,
875,eiscue-noice,ice,No_type,ice-face,No_ability,None ,75,80,70,65,50,130,470,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
876,indeedee-male,psychic,normal,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95,475,False,False,generation-viii,0.58247,0.69222,0.95508,NoUsage,NoUsage,8.91,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,8.91
876,indeedee-female,psychic,normal,own-tempo,synchronize,psychic-surge,70,55,65,95,105,85,475,False,False,generation-viii,8.37202,16.45373,12.08637,7.3,7.35,6.55,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,6.55
877,morpeko-full-belly,electric,dark,hunger-switch,No_ability,None ,58,95,58,70,58,97,436,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
877,morpeko,electric,dark,hunger-switch,No_ability,None ,58,95,58,70,58,97,436,False,False,generation-viii,0.0,0.00579,0.00121,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.29018,0.00256,
878,cufant,steel,No_type,sheer-force,No_ability,heavy-metal,72,80,49,40,49,40,330,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,5e-05,NoUsage,
879,copperajah,steel,No_type,sheer-force,No_ability,heavy-metal,122,130,69,80,69,30,500,False,False,generation-viii,0.00014,0.0,0.0029,0.08,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.61007,0.00373,
879,copperajah-gmax,steel,No_type,sheer-force,No_ability,heavy-metal,122,130,69,80,69,30,500,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
880,dracozolt,electric,dragon,volt-absorb,hustle,sand-rush,90,100,90,80,70,75,505,False,False,generation-viii,0.06513,NoUsage,NoUsage,0.1,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2.00867,0.21375,
881,arctozolt,electric,ice,volt-absorb,static,slush-rush,90,100,90,90,80,55,505,False,False,generation-viii,0.00608,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.25154,0.11503,
882,dracovish,water,dragon,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75,505,False,False,generation-viii,0.29905,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,16.52638,1.09372,
883,arctovish,water,ice,water-absorb,ice-body,slush-rush,90,90,100,80,90,55,505,False,False,generation-viii,0.00131,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.13108,0.01275,
884,duraludon,steel,dragon,light-metal,heavy-metal,stalwart,70,95,115,120,50,85,535,False,False,generation-viii,0.03485,NoUsage,0.03373,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,20.3132,0.08293,
884,duraludon-gmax,steel,dragon,light-metal,heavy-metal,stalwart,70,95,115,120,50,85,535,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
885,dreepy,dragon,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82,270,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
886,drakloak,dragon,ghost,clear-body,infiltrator,cursed-body,68,80,50,60,50,102,410,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01854,0.0,
887,dragapult,dragon,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142,600,False,False,generation-viii,1.86568,1.53354,1.21768,0.58,1.34,13.74,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,35.03489,6.80814,13.74
888,zacian,fairy,No_type,intrepid-sword,No_ability,None ,92,120,115,80,115,138,660,True,False,generation-viii,0.00451,NoUsage,0.10091,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00113,
888,zacian-crowned,fairy,steel,intrepid-sword,No_ability,None ,92,150,115,80,115,148,700,True,False,generation-viii,60.39172,NoUsage,3.39879,53.65,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,44.82273,
889,zamazenta,fighting,No_type,dauntless-shield,No_ability,None ,92,120,115,80,115,138,660,True,False,generation-viii,0.01022,NoUsage,0.01179,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00219,
889,zamazenta-crowned,fighting,steel,dauntless-shield,No_ability,None ,92,120,140,80,140,128,700,True,False,generation-viii,1.03373,NoUsage,4.12203,0.19,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.55586,
890,eternatus,poison,dragon,pressure,No_ability,None ,140,85,95,145,95,130,690,True,False,generation-viii,1.30324,NoUsage,0.64711,1.99,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.25215,
890,eternatus-eternamax,poison,dragon,pressure,No_ability,None ,255,115,250,125,250,130,1125,True,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
891,kubfu,fighting,No_type,inner-focus,No_ability,None ,60,90,60,53,50,72,385,True,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00011,
892,urshifu-single,fighting,dark,unseen-fist,No_ability,None ,100,130,100,63,60,97,550,True,False,generation-viii,7.57563,9.56383,24.98031,NoUsage,9.76,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
892,urshifu-rapid,fighting,water,unseen-fist,No_ability,None ,100,130,100,63,60,97,550,True,False,generation-viii,5.86298,48.97556,25.61987,3.28,28.86,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
892,urshifu-single-strike-gmax,fighting,dark,unseen-fist,No_ability,None ,100,130,100,63,60,97,550,True,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
892,urshifu-rapid-strike-gmax,fighting,water,unseen-fist,No_ability,None ,100,130,100,63,60,97,550,True,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
893,zarude,dark,grass,leaf-guard,No_ability,None ,105,120,105,70,95,105,600,False,True,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
893,zarude-dada,dark,grass,leaf-guard,No_ability,None ,105,120,105,70,95,105,600,False,True,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
894,regieleki,electric,No_type,transistor,No_ability,None ,80,100,50,100,50,200,580,True,False,generation-viii,33.66805,11.84415,0.70705,26.25,0.65,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,17.20128,
895,regidrago,dragon,No_type,dragons-maw,No_ability,None ,200,100,50,100,50,80,580,True,False,generation-viii,0.22145,5.93283,2.34267,0.04,2.31,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.34315,
896,glastrier,ice,No_type,chilling-neigh,No_ability,None ,100,145,130,65,110,30,580,True,False,generation-viii,0.6861,2.65695,0.1538,0.06,0.22,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,3.68027,
897,spectrier,ghost,No_type,grim-neigh,No_ability,None ,100,65,60,145,80,130,580,True,False,generation-viii,2.8511,1.07341,0.13724,0.29,0.07,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.9086,
898,calyrex,psychic,grass,unnerve,No_ability,None ,100,80,80,80,80,80,500,True,False,generation-viii,0.0,NoUsage,0.00028,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,6e-05,
898,calyrex-ice-rider,psychic,ice,as-one-glastrier,No_ability,None ,100,165,150,85,130,50,680,True,False,generation-viii,12.16652,NoUsage,20.95435,14.5,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
898,calyrex-shadow-rider,psychic,ghost,as-one-spectrier,No_ability,None ,100,85,80,165,100,150,680,True,False,generation-viii,16.04262,NoUsage,20.12318,16.49,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
899,wyrdeer,normal,psychic,intimidate,frisk,sap-sipper,103,105,72,105,75,65,525,False,False,generation-viii,NoUsage,0.39539,0.02855,NoUsage,0.06,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04
900,kleavor,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85,500,False,False,generation-viii,NoUsage,2.68497,0.03425,NoUsage,0.06,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.09
901,ursaluna,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50,550,False,False,generation-viii,NoUsage,18.843,3.61115,NoUsage,5.3,13.52,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,13.52
901,ursaluna-bloodmoon,ground,normal,minds-eye,No_ability,None ,113,70,120,135,65,52,555,False,False,generation-viii,NoUsage,9.73372,13.66696,NoUsage,7.13,12.69,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,12.69
902,basculegion-male,water,ghost,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78,530,False,False,generation-viii,NoUsage,6.35371,0.7011,NoUsage,0.19,14.33,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,14.33
902,basculegion-female,water,ghost,swift-swim,adaptability,mold-breaker,120,92,65,100,75,78,530,False,False,generation-viii,NoUsage,0.09413,0.01925,NoUsage,NoUsage,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.09
903,sneasler,fighting,poison,pressure,unburden,poison-touch,80,130,60,40,80,120,510,False,False,generation-viii,NoUsage,3.57246,0.58493,NoUsage,0.37,38.21,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,38.21
904,overqwil,dark,poison,poison-point,swift-swim,intimidate,85,115,95,65,65,85,510,False,False,generation-viii,NoUsage,0.54256,0.03725,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04
905,enamorus-incarnate,fairy,flying,cute-charm,No_ability,contrary,74,115,70,135,80,106,580,True,False,generation-viii,NoUsage,3.10634,0.22936,NoUsage,0.26,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
905,enamorus-therian,fairy,flying,overcoat,No_ability,None ,74,115,110,135,100,46,580,True,False,generation-viii,NoUsage,4.74553,0.58846,NoUsage,0.62,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
906,sprigatito,grass,No_type,overgrow,No_ability,protean,40,61,54,45,45,65,310,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
907,floragato,grass,No_type,overgrow,No_ability,protean,61,80,63,60,63,83,410,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
908,meowscarada,grass,dark,overgrow,No_ability,protean,76,110,70,81,70,123,530,False,False,generation-ix,NoUsage,8.53101,0.16802,NoUsage,NoUsage,0.9,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.9
909,fuecoco,fire,No_type,blaze,No_ability,unaware,67,45,59,63,40,36,310,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
910,crocalor,fire,No_type,blaze,No_ability,unaware,81,55,78,90,58,49,411,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
911,skeledirge,fire,ghost,blaze,No_ability,unaware,104,75,100,110,75,66,530,False,False,generation-ix,NoUsage,1.12313,0.05681,NoUsage,NoUsage,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.09
912,quaxly,water,No_type,torrent,No_ability,moxie,55,65,45,50,45,50,310,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
913,quaxwell,water,No_type,torrent,No_ability,moxie,70,85,65,65,60,65,410,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
914,quaquaval,water,fighting,torrent,No_ability,moxie,85,120,80,85,75,85,530,False,False,generation-ix,NoUsage,0.34212,0.01712,NoUsage,NoUsage,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.09
915,lechonk,normal,No_type,aroma-veil,gluttony,thick-fat,54,45,40,35,45,35,254,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
916,oinkologne,normal,No_type,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65,489,False,False,generation-ix,NoUsage,0.0,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
916,oinkologne-f,normal,No_type,aroma-veil,gluttony,thick-fat,115,90,70,59,90,65,489,False,False,generation-ix,NoUsage,0.0,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
917,tarountula,bug,No_type,insomnia,No_ability,stakeout,35,41,45,29,40,20,210,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
918,spidops,bug,No_type,insomnia,No_ability,stakeout,60,79,92,52,86,35,404,False,False,generation-ix,NoUsage,0.0008,0.00124,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
919,nymble,bug,No_type,swarm,No_ability,tinted-lens,33,46,40,21,25,45,210,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
920,lokix,bug,dark,swarm,No_ability,tinted-lens,71,102,78,52,55,92,450,False,False,generation-ix,NoUsage,0.04147,0.00223,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
921,pawmi,electric,No_type,static,natural-cure,iron-fist,45,50,20,40,25,60,240,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
922,pawmo,electric,fighting,volt-absorb,natural-cure,iron-fist,60,75,40,50,40,85,350,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
